sample_id,split,status,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11
0,train_pool,unlabeled,0.6504065923919073,0.5487655687151665,0.7788111563713178,0.26713729030744804,0.6317035987480689,0.13506583954738288,0.1448188402329484,0.6090865296672106,0.7780425716270833,0.9122065898606778,0.2950086819806403,0.5913260592731495
1,validation_pool,unlabeled,0.43043628961630354,0.3763505880505962,0.5128389502611926,0.9436668816333704,0.6370560073127961,0.22494745724544135,0.4096712728989156,0.01745302603268922,0.7925646502064015,0.17784278056554048,0.6710830939894972,0.6375230916330838
2,train_pool,unlabeled,0.15655139681083588,0.7093691698062189,0.1926523064209828,0.08077847039044438,0.6927037286238601,0.8686732525250155,0.6462629297958424,0.9389192154543712,0.8489500221967486,0.5707954451436345,0.012675821859162899,0.12583538330291766
3,train_pool,unlabeled,0.25668956310778207,0.2019373834638114,0.35498419215375215,0.0965484493010948,0.17292472503049341,0.7538216257514319,0.06555004338738173,0.700706809898131,0.8268653255543658,0.503718002650285,0.10674792121117807,0.8754635390279333
4,validation_pool,unlabeled,0.3492125694830521,0.39468559826769184,0.7289901383799144,0.6550327797374146,0.16896879701081807,0.7829234899442727,0.0879371984613583,0.029945995337196163,0.4020941872825461,0.9566418149004396,0.6729369280707389,0.5557876271493452
5,train_pool,unlabeled,0.6580385825421504,0.479767549444021,0.33416990874650904,0.9443082013634527,0.33666387692162686,0.29447268151937,0.5309405533981408,0.3388734099863175,0.5157576555237567,0.8485522367546089,0.9991470547065536,0.10992275951352147
6,validation_pool,unlabeled,0.7968175285456939,0.6402621238911385,0.5218081743372938,0.12091551890765818,0.9427909884796889,0.6919329205494819,0.9231100901114518,0.7639018457088731,0.10983629297368179,0.5222247990712608,0.1937430848081658,0.7905548146060868
7,train_pool,unlabeled,0.026133488911024558,0.2627850800759116,0.08809864787713056,0.16863080262644214,0.9516190744183913,0.7361746638078157,0.03923700081175423,0.9918169400039606,0.44897444877899123,0.5372624706082645,0.5899481363743371,0.5618221803819715
8,train_pool,unlabeled,0.4201692806170257,0.2195967492845572,0.6610447159078177,0.23289734789538655,0.3234980678392634,0.8374092501026263,0.1312376874458463,0.6632243386485616,0.10687349254497694,0.3606582994233039,0.1683543438459454,0.6712766489478281
9,train_pool,unlabeled,0.7410400344555375,0.8775990735691521,0.7741185501778004,0.8329084947443409,0.41093192390455163,0.7966983538098641,0.9147298398469504,0.5804340861925922,0.22535468727357494,0.7770626228815641,0.15008632603310076,0.29280149081154844
10,train_pool,unlabeled,0.9252294572355162,0.0971470867710294,0.03671531023127574,0.8597654350368931,0.2110367210778686,0.08642860493274628,0.2099295014368951,0.7806354950312397,0.25975786216558366,0.7605395366196375,0.9337021672950158,0.2565396170743657
11,train_pool,unlabeled,0.9522233739887482,0.017445146005771642,0.49877085132671545,0.601085205063121,0.6389621632397664,0.1580660095839497,0.990571393951266,0.08812785608339943,0.10892770785551886,0.895595606739697,0.29010288749771274,0.597225140712581
12,train_pool,unlabeled,0.6079094743007625,0.7214844075404667,0.5501426764450089,0.5106459115212816,0.9735837949296021,0.7194447676956908,0.881694530591458,0.9966833592763794,0.9764548834497415,0.43855518440743363,0.5346219943652895,0.4536351506615012
13,validation_pool,unlabeled,0.527482013091561,0.31750355703971533,0.16358987170071296,0.4319792563727312,0.9342438841900714,0.20465556745196672,0.595066138211257,0.3701566915378212,0.9909897090015474,0.47732523001757876,0.0916444094522547,0.1875489073695776
14,validation_pool,unlabeled,0.3913583016629959,0.7263085296805574,0.3115977035648246,0.9618579440502083,0.9253472988390262,0.12068771885562188,0.12690871168451218,0.33561391867101775,0.5863999692773937,0.6835603531443657,0.44269565348485074,0.6707711997894782
15,train_pool,unlabeled,0.9839116802186879,0.0016789609182754038,0.8039326991747394,0.4738189072415698,0.21371766741726503,0.8871782035588495,0.5684099391450028,0.16211607515560159,0.2541436971474072,0.20658995983142384,0.32540824984160654,0.780998344955909
16,train_pool,unlabeled,0.36729266481263895,0.9102028968485802,0.7641817798203464,0.48265160070961555,0.6652461877649113,0.8726731376690415,0.38419620030622587,0.03265899555223287,0.9138037677380477,0.8455938539566258,0.7170863095404596,0.28731936287613025
17,train_pool,unlabeled,0.766561318710952,0.7563170362091175,0.3381894613789576,0.7810703679093995,0.6451068508825889,0.9167944251668906,0.1486311808736917,0.3415838335807717,0.08177864611376955,0.291408086033214,0.7323721098914524,0.04632456761010994
18,train_pool,unlabeled,0.2411758794013359,0.0077470520144296605,0.8498832069555589,0.30210688998034957,0.7735271617675317,0.6331793463623794,0.24577565985139263,0.0588197260031963,0.8895794440881273,0.11825302503721737,0.8759395936874554,0.845579660988593
19,train_pool,unlabeled,0.06300973837119292,0.5763671501691282,0.7707613331299676,0.27020163417955606,0.39631752578595997,0.9401642967076418,0.4408394557936958,0.3279208594569946,0.39129082142780675,0.5781221475398826,0.7425172847145377,0.9675404768181917
20,train_pool,unlabeled,0.7192730068726039,0.4081808011629164,0.858307765124218,0.9379954878450737,0.08768375063256155,0.8595281783007209,0.5353859983689552,0.9437083924943948,0.8672780290005544,0.3001511763567948,0.841062437089102,0.2080468081387382
21,train_pool,unlabeled,0.09696163279963801,0.38891747024003304,0.8819408832654353,0.10158920790610282,0.3108285128583528,0.27793765604027354,0.5500819328085165,0.5701652192028452,0.08140573349068854,0.8022434322157624,0.11936210904830387,0.7259022368873649
22,train_pool,unlabeled,0.07911505736629829,0.9233588956109531,0.6895723503932959,0.21605415214766663,0.08147164267122618,0.6130007538634998,0.8984188885661716,0.36155518942430304,0.02703590799661173,0.6715891407324753,0.6192517407224486,0.7479876825863321
23,validation_pool,unlabeled,0.04129229299511177,0.9257552119396784,0.5072994345482423,0.9130519827268917,0.5140417839413103,0.9694332331678498,0.6083644642534516,0.13854710663598646,0.8026713016529539,0.8839494141738325,0.6087546773903629,0.33784453339673765
24,train_pool,unlabeled,0.21752510919257032,0.4089309210116405,0.8154872499233863,0.538487123695829,0.6126044685876733,0.7187779050022101,0.5529297331146663,0.7698633550872148,0.027743143293819144,0.6690852177052417,0.9029485084950979,0.0828909102251763
25,train_pool,unlabeled,0.11629751755322502,0.5031085940425915,0.4207257676632665,0.624825403607851,0.7169436692048221,0.2600090359860286,0.022790356223886112,0.9632224706427543,0.5310013815385511,0.556787598007132,0.6003117422903799,0.1552028527335487
26,train_pool,unlabeled,0.7153942600081398,0.4122119714402055,0.7703475507472192,0.9501323401959836,0.9845680626367501,0.8705854845947808,0.8718715195924356,0.3074699778147983,0.8385442735471679,0.015409632390675573,0.9972292595884102,0.6759048603146842
27,train_pool,unlabeled,0.6319495634169779,0.3964404936242737,0.6244934484212178,0.17163415861683157,0.6984965952506828,0.6413843024649117,0.4951854973403715,0.20718929836327793,0.3174641832558969,0.2252252015711029,0.8796833474715637,0.49393204761530335
28,train_pool,unlabeled,0.27151283921274877,0.4762061019027971,0.24878495164534256,0.4231699254754985,0.5387520100461155,0.7140312238822119,0.2614494307171927,0.7859735919074474,0.6043387140051436,0.9602558287919536,0.4708996611897768,0.33112070839463015
29,train_pool,unlabeled,0.7734256810253766,0.4881102962131164,0.4680053686806955,0.5737142942688891,0.6889925734491924,0.9389384208558907,0.15270356748026145,0.46799484669519203,0.23060399561632455,0.17933069169045915,0.7099919269623114,0.9956932926140878
30,validation_pool,unlabeled,0.4623231703044453,0.6549162223779416,0.8753719619934679,0.46386934015302445,0.23685568260901782,0.5610817032928092,0.5410127667173873,0.5950971515132015,0.27209655326971455,0.8552276074982108,0.7744555876056972,0.04186384205799649
31,train_pool,unlabeled,0.6800512948658742,0.7520450898306448,0.9456987469140256,0.7551776723825459,0.3469057885509462,0.7802028140510462,0.045222346446760604,0.29523630547203783,0.6601212005668206,0.22689561739571698,0.05451500643005326,0.3738824715788528
32,train_pool,unlabeled,0.2278188307183881,0.8415875063728997,0.666448755441869,0.5387051469020131,0.23244210956297942,0.9885606312909847,0.6107930989683005,0.5182398021103573,0.08526755738516884,0.6546689769454277,0.09668354374198092,0.5391414281963016
33,train_pool,unlabeled,0.759824780368353,0.4096314245173229,0.421546620753301,0.7787356807292098,0.383066224287119,0.4954197914431667,0.5660746753993984,0.926068016510636,0.28699158704446687,0.41595875248940734,0.11566980217381516,0.05683237343632205
34,train_pool,unlabeled,0.5623213495819149,0.10385719226781495,0.9390338542479382,0.24121880062993523,0.09771951301862643,0.2526239061869407,0.49905127446282976,0.7773251917465857,0.022258382246156543,0.3265266168787377,0.41843993626910597,0.1467219003580121
35,train_pool,unlabeled,0.82674913277103,0.5479302804304456,0.47212114680451744,0.3225658241029189,0.2878972132606747,0.5389389073588325,0.6593875221826015,0.9087179469639618,0.5701746109604037,0.9776682785610029,0.8741927368450404,0.5486395228198447
36,train_pool,unlabeled,0.021113949137825775,0.890532682599408,0.7517682083948831,0.5082806628681159,0.6516985010673474,0.05824538825623124,0.5800752739195287,0.3225511330491848,0.9577001623668819,0.38317567358768145,0.853425600666112,0.21090298309363703
37,train_pool,unlabeled,0.9890078228981818,0.7105657729401617,0.205316103470373,0.22090484039347588,0.6158544390280626,0.37753601044072765,0.16908580783533017,0.5957112310127006,0.01928071532166962,0.7697478091138582,0.332763159436642,0.7846584121267207
38,train_pool,unlabeled,0.3478125290035821,0.1691601563785743,0.10102386643646867,0.6086546541422845,0.7894615450279702,0.7138836531848143,0.059447147801215156,0.7532283092528834,0.3896412605979057,0.8753999406738607,0.01933012216390731,0.39321212544596107
39,validation_pool,unlabeled,0.11078959014540812,0.17721761888133944,0.5383597511098624,0.280236703418975,0.397934975537158,0.29931377326210634,0.9858075697298028,0.9441087720615506,0.8967268909713132,0.08531825446280145,0.7635996258128849,0.23479356565840798
