sample_id,x_0,x_1,x_2,x_3,x_4,x_5
0,0.7219619111021928,0.30831890369636916,0.04968990243115032,0.07064441860996348,0.21142569213232723,0.9118074264962965
1,0.41907282822918457,0.5011399505942352,0.46110883263629504,0.04908611958046605,0.1812597564580067,0.7913781069574535
2,0.7006476347234025,0.1264774485204409,0.8530989747992943,0.3396193972236808,0.4191337257448319,0.6652161372851438
4,0.3393051908673386,0.07177198978414875,0.04883570834536639,0.5992951615125212,0.4169589926794135,0.8534360619896103
5,0.11860897021143818,0.43727474073719785,0.521633566981775,0.0035161466201895273,0.7858458016677786,0.04761761316025626
7,0.9055659290169558,0.828327289280161,0.13034085420044766,0.8060247955948237,0.6116918410061443,0.8609618712990942
8,0.6173307912971959,0.6142420211676708,0.7393770802808044,0.7906472439520468,0.17630394208972536,0.3213691124985582
9,0.5658223309180901,0.6430105477727845,0.02885224868573671,0.017766180184922997,0.18933898029463703,0.9916369036469369
10,0.7135004721771179,0.37060440153407875,0.2281064704658484,0.80304008091345,0.4691704770963772,0.3053604935103902
12,0.9104967272865239,0.5821361244715783,0.08661823901605042,0.16971177365171008,0.4017250737812853,0.5291697176391934
13,0.37506997381112633,0.7763485769768224,0.6254254893968544,0.016103102829460633,0.4029988212531765,0.13141821255945038
14,0.8861579756220718,0.14792603969789644,0.9961521493051174,0.536618920939877,0.9011212306245813,0.7951437695296664
15,0.4956791418850283,0.9937207655180934,0.9021673181070677,0.8889706253265346,0.3980897151037701,0.37993134176666254
16,0.9963705299587344,0.5492918473512963,0.6289100853566755,0.36678073129858074,0.1577754003345765,0.3856957807369826
17,0.26798723306363154,0.23645679847571188,0.5329726741083506,0.8051168760978288,0.40680205655335117,0.024127433987892327
18,0.4126727956705572,0.9477627259378957,0.8420097422910974,0.8003386844298925,0.22055896845101525,0.3279780494209278
19,0.41322464066599734,0.6574159754285257,0.2356833903286648,0.7523719023165906,0.6297683484103723,0.1762685146521937
20,0.8626940011627933,0.81376147358748,0.7635545515040413,0.13845297442027374,0.6264665367575282,0.3719113619279068
21,0.4216297653807377,0.7147059883609459,0.34009595643108637,0.1974241246845726,0.03316202575431647,0.3643617094308351
22,0.04523279088636103,0.38922127409831625,0.5255701601518232,0.3400568819115945,0.46300713540014693,0.6458965011124214
23,0.5421080987496576,0.6225066126430295,0.6671002786175494,0.7464580070920592,0.4497584209984626,0.13584608803620052
24,0.51801938328705,0.4350118509681279,0.41272593734669577,0.6605309203269535,0.21940275370767892,0.4562119099467778
26,0.25031617719627186,0.7998580168449463,0.6009016082183625,0.8255115558426336,0.2776672207448563,0.8263428104519378
