sample_id,x_0,x_1,x_2,x_3,x_4,x_5
454,0.8695311663181488,0.9385282865009362,0.915770933705546,0.827666766385444,0.5875131257396917,0.4390772092403215
669,0.7423298036635789,0.1634589144710323,0.1383632945471697,0.0680972629968493,0.8890436644646503,0.0005364273847009
147,0.4662312614797282,0.0189906157375611,0.8828682576504914,0.9406896528291064,0.6043438161030069,0.3247986835396019
860,0.5648495756269997,0.0611380824857852,0.3558167543481271,0.1509151179145594,0.2021399714925464,0.0672738616391301
134,0.1552246973370315,0.9909530162017548,0.6778232554655175,0.7947541616557591,0.8773910903678315,0.0691462091313772
897,0.8673748410897754,0.9076865661698758,0.928170607984279,0.1040660599346512,0.7031789985174077,0.5200974060431475
613,0.8065385805777039,0.3829813184568466,0.0557264111120898,0.4153028280764864,0.4672773475540362,0.9608254565299332
674,0.9186777644586234,0.9585010489655073,0.035009672327727,0.9985049092290568,0.580481399303113,0.7930517488664014
229,0.8334569280744742,0.659116069337959,0.2638604447384932,0.0395740829426409,0.6694337180620312,0.5110400129026971
999,0.1017207218193602,0.0305837021418487,0.2880399405893215,0.8397415276765271,0.94453229880494,0.0946065218232628
601,0.3935479372131357,0.7749993126692789,0.0514217398214999,0.7201120245806655,0.4230095786129885,0.0273998760245878
397,0.2342352038950009,0.5060536964319474,0.931915272387305,0.0073875882157212,0.1859413430327531,0.2159456563044624
973,0.2492999970797987,0.9153145036681822,0.8638100158814915,0.6039055781004573,0.4936500300470878,0.8382163065289473
451,0.9641083461021992,0.4135421368553514,0.0314259952063749,0.8234904653602673,0.8017526261836542,0.634893779289701
755,0.8510358990998377,0.8500995747419162,0.0131104309174063,0.131217611773439,0.9045043948424348,0.8346061107742008
640,0.1056409617985798,0.5029884779579141,0.7709302552633728,0.2188593506588315,0.0429430546983612,0.3188754021682137
647,0.9264408231901629,0.952262185277162,0.7603989306365975,0.184143995886455,0.4968443415537112,0.3951581731962426
182,0.7791174661490896,0.2310909416444517,0.1473738903604604,0.1034823746560798,0.1847565599430424,0.1220986374100661
267,0.0175892656838759,0.0047549651722927,0.8686055760323924,0.9662098410064744,0.772989274626681,0.6315703168689395
961,0.8325259510868076,0.0124569885592828,0.9179960137313848,0.233535033261616,0.2384554323738318,0.8798894496860635
581,0.2534582855226185,0.7306452600950799,0.0874328479071089,0.831386112618244,0.7025188923661729,0.917813394474388
403,0.8995748119301786,0.420764338843572,0.2209426736508843,0.0762580527656738,0.6624562036785495,0.9072174634196082
575,0.3727419500778395,0.9399776969478434,0.9223898462080165,0.5127067412484568,0.089870492712403,0.7581584436553523
199,0.9904148845274368,0.2235054870560926,0.7482578197648194,0.39615160747394,0.9964995760245852,0.9062121751645748
649,0.8314403062097707,0.8375344244643875,0.141658910253806,0.4640190630068721,0.2401568396981363,0.3630872502195477
277,0.5346994649712462,0.7118455178026696,0.9334671934766694,0.0834875067325701,0.0234684672812458,0.1201929275073458
450,0.0270967163768334,0.9364995825412727,0.4574799539704833,0.8946859128361646,0.1534421438179721,0.8514670437480896
651,0.078264880166498,0.028673806392473,0.8755104445255361,0.8297159637723402,0.0303602555676994,0.0329576785944989
155,0.4823517588026718,0.986119443006908,0.0177795262225844,0.2175264080538122,0.1220695811888931,0.5389784837607744
845,0.4378483363473516,0.0972904526519929,0.9953206437231557,0.0693103916845059,0.9438926877057184,0.7085033615200313
596,0.4600774833538648,0.3874139301705786,0.9914553430126438,0.9526910507035448,0.8441291376690302,0.9898501536992628
347,0.1709355142405806,0.0252997905647374,0.2516961284971806,0.8592733288587221,0.0052678488708501,0.9908954770744838
865,0.7183223215833583,0.2105375176876932,0.3248856601589988,0.6174342487199564,0.9301613665310338,0.8951450396759772
482,0.9728238553513904,0.8616499971993407,0.4436934581293476,0.9419524952137892,0.494853859811565,0.3701101563130287
180,0.3940004059396973,0.909086688033466,0.0760123602129859,0.6655752293675727,0.900761860799438,0.2785435264385644
855,0.2336752125536041,0.044619735805501,0.0216443367915687,0.2561268213354468,0.8994112781583696,0.9428298502177188
158,0.4586267484369818,0.988701499611224,0.9746459907992908,0.8555906788912125,0.7193770829630745,0.8184508785293144
646,0.6501843636703901,0.5768040764619574,0.5966843678311988,0.0190224802611586,0.1037151997443649,0.8865304981868882
675,0.7041659227892206,0.0597358372712686,0.9826939245587932,0.0941069812947949,0.4617040477000696,0.8652058318030369
902,0.4690642288507139,0.3113206651153929,0.1228259087584234,0.1466795589275997,0.5520557899591272,0.9782637271309592
262,0.6468727197349986,0.1146379445734086,0.0581037131057383,0.0470504560105944,0.9706641087544552,0.4340559968219616
914,0.111263389050751,0.8656545879644187,0.6823708351260427,0.0138718750930359,0.6633696406543962,0.0297418932008971
697,0.132878009599204,0.7677189802411301,0.9484816516827024,0.5142837315456288,0.8866985220355438,0.5109401411371746
362,0.4221944352367397,0.9736810556847092,0.5876855911638041,0.2305796284400858,0.0884983910004239,0.8408985723720264
306,0.3743642214717813,0.0299798980311791,0.265225548497673,0.0597584025462781,0.1062454512801141,0.912671344966254
364,0.0102186379748036,0.8995305082765467,0.9647658692034368,0.1200976539091916,0.4859698107517733,0.7296586818416751
