sample_id,x_0,x_1
0,0.6917287058840607,0.5814053975457312
1,0.8349502726884376,0.5021342666162733
2,0.20002296204388564,0.6774073425267654
4,0.9408151987393333,0.45326615344860205
5,0.7214570901213054,0.6135536712399334
6,0.6352413230203015,0.5018459700714688
7,0.004550058636738239,0.7985493473349724
8,0.27097198092663327,0.6408598272667958
9,0.6558616317720967,0.3718010620712635
10,0.18558415872872594,0.9743244944241769
11,0.16252548321704588,0.9293708288805552
14,0.3825570902893339,0.8229254233178546
17,0.23527789898973203,0.7494547582113478
18,0.5165304008295009,0.5555252112638738
19,0.009472942428328026,0.4180867300737983
20,0.17618181882434758,0.15735552891724672
21,0.533223355531452,0.3100654325737101
24,0.2930785921775589,0.1805902209032583
25,0.5099969088817089,0.2758925230657639
26,0.17399507521299024,0.8792946107139387
27,0.8432595307614754,0.4421469814315329
28,0.09046558177272206,0.022071798199675374
29,0.5247390541774778,0.9928883974196105
30,0.5741845969354256,0.19306170474740558
31,0.5865239105248686,0.8177105867429122
32,0.7546604000720852,0.3782599842628869
33,0.024053071939367728,0.7709882340500348
34,0.24307875806023924,0.05159228693032443
37,0.8602131745931271,0.7156640518261433
38,0.7870958744262714,0.33079627928548877
39,0.38784653119855206,0.3924758632121809
41,0.8024274028019782,0.6253479374212262
42,0.5119921928957102,0.17288164638032563
43,0.7951599695623914,0.09917514341025285
45,0.727022846119339,0.09669113124888616
46,0.3737233450727056,0.7536300740115001
48,0.9172534968739636,0.23202783731020182
50,0.8078023616516565,0.4661983569233581
53,0.6480495727237964,0.6151351871132288
54,0.745483900155679,0.5206592919628324
55,0.06507245618290941,0.8775784538631274
56,0.8408288820219955,0.8853567586896802
58,0.3568471572460398,0.9195833239157272
59,0.9792065051778824,0.056291139591398795
60,0.39410117665904976,0.7178395395034828
61,0.5041450862289863,0.5056635437769497
62,0.5380156462143043,0.8865682939477563
64,0.03517853136775182,0.4652108535830706
65,0.15079126380212132,0.8821890118950302
66,0.5852742267546027,0.1311318580339114
67,0.09872966435794017,0.5516907468372028
68,0.64172921139244,0.3376960663769274
69,0.6082961875711349,0.5527351221012308
70,0.41997061768755944,0.773508891650494
72,0.44811433054581495,0.38532211528519467
73,0.46237164992196145,0.3148867661721214
74,0.26817130690413576,0.602430265760067
75,0.8912253046455235,0.20164937962508483
76,0.5263154936647145,0.1191496238603573
77,0.39310065062489974,0.1751591476107368
78,0.9430852222810079,0.6203148197942143
80,0.5800070913781755,0.2678187752768558
82,0.05769498873269492,0.8192300167768312
84,0.747341257008866,0.7402280532796771
85,0.17501905258735292,0.7014189979231379
86,0.002050021510445334,0.9640754949847151
87,0.8283982598654532,0.12259046150776653
88,0.07915470429051352,0.5359367972506229
89,0.34187102848116135,0.21972028119379763
90,0.7566278312901167,0.0758256580320471
91,0.06161425654654876,0.7832705966381213
92,0.9353878996245981,0.7042303467453276
93,0.2148695305013382,0.46290743083515096
94,0.006446421476297645,0.2179330004189255
95,0.3744973126678406,0.6345463336887296
96,0.12511389948754928,0.23507314461653814
97,0.5911033608422528,0.6836124003731335
99,0.4684704077900019,0.3250889317229643
100,0.03244088124408139,0.9367236561926936
102,0.06875706875441671,0.2974845380295306
103,0.6697443335658122,0.7852490435588838
