sample_id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11
1744,0.8942211880559324,0.9430686101341332,0.7837679521598062,0.8955564187862982,0.9177024505293534,0.486074190850271,0.3319286532527581,0.6050239085832555,0.7453943296717651,0.4672270066714979,0.7044452701331386,0.94073405751616
1175,0.4707409239149369,0.1677434023545826,0.9955103579577432,0.588110510769785,0.114760545515907,0.293831284034426,0.7981995740595507,0.2484402488807413,0.099003543991774,0.2240149361041565,0.2594961914988056,0.4934421319412346
444,0.999650882217572,0.3226306514473817,0.5428171834796369,0.3678981357004072,0.2781290966092386,0.7524849684931093,0.9305748599679606,0.1225255683118771,0.5673817758662328,0.1599550238064218,0.5569830880309976,0.2863169992486338
1164,0.1628682822358775,0.0678837081999322,0.355442917143885,0.4873734348963531,0.4087272145276809,0.4181890679645251,0.4554064772596788,0.5443579121192259,0.7482052722927973,0.1416763121123043,0.8114821072618962,0.0720107443804806
1862,0.966672264433281,0.6245270639743835,0.5915944116259962,0.0125320217439548,0.1239840647285928,0.8775261127186161,0.6518489539352184,0.2424044322557307,0.5641546160439194,0.8350379013668985,0.1911057395203308,0.0769752872554255
1500,0.7250219031378295,0.276056669348782,0.2693129973434854,0.5301960866832178,0.2344536534480834,0.9061528647817992,0.0406406900965362,0.5876041981168149,0.9494764237487336,0.3592044239579665,0.4233547241629827,0.7028454868736337
443,0.7766004901855889,0.5848372462818724,0.5734608016242254,0.6397908567727721,0.776291231218537,0.6883979188426308,0.3289700825362532,0.9926967539546414,0.1546506423901162,0.6907016227854937,0.6874954384858453,0.3726640866256793
1166,0.1354085520675577,0.97034752558143,0.8889882192633938,0.9677212680273732,0.0721396385262251,0.8890997193986921,0.0996309620152257,0.7565598396762576,0.5029524409384087,0.5864573141527383,0.9679958939078296,0.1979235200168041
299,0.3856196487311638,0.15597515413818,0.2141306802666918,0.2646752263964576,0.4427154115958419,0.9252661329902544,0.8851943881033982,0.0061542123673108,0.8055414894239721,0.5552886653359571,0.1576306342674938,0.5942226663957442
1857,0.8846445020687018,0.1113371217427695,0.0925464097839283,0.9902537269171638,0.4683766636939807,0.6489769776768233,0.8876417177231994,0.5991887599816442,0.2852691514498635,0.8861558492099044,0.8257054434479795,0.16069160845151
960,0.4113318444147423,0.0549085516528599,0.5087680907651457,0.041607434359859,0.021261967690074,0.993021358248902,0.1084506645015056,0.4259473781502687,0.2746355066327012,0.3088267972400195,0.575328107766963,0.7280900162064371
1376,0.0296897277208788,0.5721804630255626,0.1160310968362722,0.5297678135243524,0.5291612483045642,0.8576090806800933,0.8169526445370408,0.5685621858175869,0.8012850211835312,0.4049521640889861,0.4374838863673233,0.3021637369566462
1655,0.7871722573903513,0.8348028445444612,0.2452828535239107,0.8853361190344224,0.7979653055227223,0.1546154045609195,0.4077186646823186,0.2110970412526104,0.846952118781037,0.4526409041774255,0.9368891934131636,0.9602919578338608
849,0.3032454106675393,0.9542416340660486,0.3813218271996012,0.2442435966884339,0.7093730095056063,0.7722060028665626,0.5104755638468644,0.6841081407289046,0.8395193925997678,0.3747455327735961,0.2848121309511525,0.4849606087668608
1495,0.0707749017967474,0.8091036654181762,0.0581226580323085,0.1736542553247796,0.1950324712599156,0.0173088176039598,0.2052061331444636,0.1455393346801306,0.9214093961008224,0.7528240520998527,0.915212171669874,0.1616035337301986
858,0.0434987688032475,0.8977304874263734,0.0841025667856916,0.5891813621175058,0.4613786631997521,0.285907645546468,0.4540082219396895,0.8425238898134121,0.5773947073646775,0.6065530775638687,0.0791058902382893,0.2615744039909469
893,0.1192972595767667,0.2020706869331122,0.7722691047434158,0.0056322587722822,0.5659692985112077,0.3504301161847418,0.5313567415349456,0.0357169170540672,0.2295644106582897,0.7289478450896784,0.5817948136219246,0.2359192909725826
1702,0.0476908096432532,0.1338547727266238,0.7264629926683618,0.0494237975399139,0.4489879636337927,0.9486496198644072,0.0850316096382321,0.3413306603194916,0.1894080618662612,0.7279856705462153,0.9930512929463352,0.6312701530904737
1815,0.9149985859015444,0.4468552167425583,0.7660000427821589,0.1232222025315794,0.2422524905699247,0.9307047993751748,0.0620900303744661,0.0073032020599871,0.7157212569822724,0.4797497838252333,0.7906784158731083,0.2611689700022838
1915,0.6017619812715003,0.1227809424916835,0.0869438374482536,0.0914683107231161,0.4826890430711493,0.1811808352509902,0.3723906243852339,0.1255228392023479,0.3372428750013864,0.1853708706293322,0.6880614262848963,0.4237957796900544
888,0.5465466150508518,0.3796436447914429,0.4169334723777729,0.1516500502856101,0.3519594191569014,0.3696146193018962,0.148227705635349,0.5679497543324945,0.7434050532782382,0.3263867689604678,0.2467555610178193,0.6133365555718914
921,0.9336240235418336,0.1155283023871477,0.0473052862719061,0.1606594529772572,0.8505796085748307,0.5553962018792771,0.1582901082991859,0.1710477341748688,0.7259782939990735,0.3353378897598965,0.0254222579832165,0.1931505070238559
1490,0.6486547909437079,0.9508654566900312,0.986864739996122,0.816201919266143,0.5527650176106019,0.4859644501956704,0.5668040539510887,0.473155523035045,0.8130308514905811,0.0141936229966022,0.5574626081810703,0.4090845251988851
1586,0.0126682972725563,0.3706216366282011,0.23735890476488,0.7946325906724554,0.0429229512737553,0.5974662662007866,0.1137376889732647,0.3860064840260878,0.158364823008113,0.0041062690688255,0.5360028187952576,0.2753203836881566
1930,0.7418304596107291,0.034945881400744,0.5035330081420316,0.1990369451213796,0.5324765443273088,0.0288864306759885,0.9889194747658554,0.3272395989039064,0.8973755646001672,0.9134838429782663,0.0662269869052069,0.7090857333498263
1977,0.9641979743549768,0.6675332988962108,0.1674034605120627,0.5027221915317766,0.1329129610616087,0.8948937576527471,0.0772243176310147,0.2688701160333938,0.9405571640018155,0.6727924481662467,0.0736350848517549,0.3223057070710731
1017,0.375161636893138,0.3007999068984353,0.3136707759618363,0.22866893424032,0.0482265504157134,0.8977135620077563,0.2088203109424496,0.3040532758762481,0.2381373290128912,0.1683399545562543,0.0277010585534003,0.8276128156356364
1866,0.9581027007427696,0.4510836590535338,0.4895456932150425,0.097670558605523,0.8898118206246741,0.4298453131056972,0.2531541693435685,0.3739775420291965,0.9781898874249554,0.6075337294452475,0.0328950740214234,0.0237443564293142
966,0.0767587879205178,0.8931743077211248,0.9745532213662662,0.0488665228304313,0.3041946391045774,0.5340667382833374,0.0246425201656185,0.360567410935113,0.4071569816558367,0.867424496199277,0.5283482597246859,0.9151423139843444
1411,0.8914773044316958,0.6417150328655667,0.7172287662500688,0.5429727445096628,0.9946020456352586,0.6734640343245211,0.511404481653474,0.5799297257049355,0.4082257422878843,0.1498046289807456,0.0825160772624735,0.7679150251506162
1901,0.1948386589726363,0.1135063852575523,0.9147360290820904,0.3518211586957523,0.3285274565031344,0.9147213465412792,0.9842742516699344,0.0317903900838782,0.4459645654878125,0.3998047945615882,0.3324269071025305,0.5576547680511493
1430,0.6026551372809179,0.3025465949829006,0.4334775483828171,0.824967312205027,0.949443049442822,0.5260292226752459,0.0767862997474354,0.1250980755111841,0.972303785905862,0.9028174437399012,0.260414136017628,0.3608038976073292
1745,0.9685345095730802,0.9279505378475372,0.1534450215825553,0.1386881045284573,0.1150120699236108,0.7793089034663536,0.2298787049867379,0.8290045607571382,0.4993029978956005,0.9099247096294016,0.4333599371000479,0.893279574806991
920,0.821645106002485,0.5635958083201154,0.4816080832497852,0.8974381211612736,0.2978101709850295,0.2431985374439585,0.7254359564736811,0.5277943514672675,0.8079785346941645,0.8526461479742472,0.3362349630324621,0.8699119012603841
1293,0.5035610798595437,0.8991218455305247,0.8219070116252779,0.9938224829807002,0.424978839481877,0.7601922361059625,0.1054245398322766,0.4600154086655279,0.9666070879425968,0.5895382457080063,0.5435804139946793,0.8939657242166366
272,0.002368235607082,0.7444518378233248,0.0763566847585107,0.5933718665830985,0.4877173092299299,0.2336043108698202,0.744968779877858,0.3013378648217805,0.6063634479877409,0.4274325194856918,0.0296691639986978,0.891456853926255
1147,0.4880698885062536,0.0433091195080252,0.1177230820435213,0.7736773405498281,0.5522579453523274,0.6292988663306128,0.0009311317681526,0.2536365712523761,0.7619826741042679,0.7348956888182847,0.7686944307559225,0.1154464062886434
506,0.8549141446929787,0.3078488214035698,0.5969382002350849,0.8586152117725228,0.9623662508906234,0.4606378939732102,0.8891338673857627,0.4619183920202924,0.8408300172953485,0.6026577116784622,0.0118341466836365,0.4257431638454508
263,0.2087375681721094,0.8136272087610893,0.3228119600087893,0.0952543335956429,0.7524036162329037,0.7483851622643883,0.4482040870306353,0.2177926278802894,0.9010588359549432,0.7775353463599,0.2205411455022531,0.8909970850122916
1509,0.2046675941277049,0.9337030163272528,0.5245299615082798,0.164706001459387,0.8518393735620136,0.0952309718727443,0.4272685569311517,0.6100679524331842,0.2642865728586101,0.2401817652654783,0.1514442820514736,0.7311788022641758
1853,0.0169865578819896,0.4418202903263558,0.7858484014669268,0.5765558918666914,0.4538215096130543,0.4643380108171581,0.6777232054149269,0.6931312278109865,0.4980018017620238,0.3887419900017945,0.7754484549135396,0.6817869791125784
1369,0.004514898609719,0.792061011615003,0.6499526013810205,0.5810370347777688,0.6066657756146994,0.4204608304101381,0.7580461363605474,0.7508702010229501,0.5520817361574102,0.2967211716495226,0.6553512738908102,0.4027701561413822
1817,0.7379005740437009,0.5020450984915744,0.9663527308586388,0.550437325098512,0.563893261611457,0.2848815960609515,0.6547997291964907,0.1989251045358768,0.2885099360244524,0.7613070980146606,0.0948127299724827,0.2525729276766141
1634,0.3892307239470894,0.1615199386242127,0.9810778207385764,0.2096456193269399,0.058403864364927,0.6899688304532733,0.303829112182179,0.2663287669664134,0.1366193679177148,0.8063392148545849,0.0492292898109455,0.1014664277924744
850,0.0384572737948702,0.2329132218366116,0.0548235464854677,0.993358782267951,0.726820119735292,0.9382805200029568,0.0644044259975458,0.1144356337635792,0.9831450339029628,0.0969675870444646,0.1654898777989818,0.914186481504231
1390,0.1639654079430241,0.7721084369219424,0.908254931846362,0.8536109285458026,0.9368140638754636,0.9722885460967086,0.2233596161738032,0.3108737198572103,0.98628330123929,0.5731153791344561,0.0975556217362099,0.9756487401843352
1989,0.6057549760311615,0.978807898880098,0.3465958406460753,0.0666301394767904,0.9203807491039406,0.2141303710227803,0.0975469316217809,0.1003306752292058,0.8085371533355086,0.6566687174790953,0.8851451398756535,0.310133450643893
844,0.066973474722649,0.1180732141950703,0.6793723088761494,0.192242449972936,0.5325491302998325,0.4464266626846567,0.9012812263488896,0.6474577253187861,0.3478225249387476,0.1232512878880971,0.850188518557495,0.7326850157760421
1265,0.0426096603795786,0.8088687341878119,0.9533953234386175,0.9597989846911829,0.0034125596857937,0.5870649953636696,0.1518413969938579,0.5410410177375407,0.5867604824948992,0.0747235936070316,0.1818363263813238,0.9273115919848732
688,0.1120285826364537,0.7192369234604296,0.7652115256636483,0.665892905563756,0.9244730323686792,0.7861993339983117,0.1503500793977262,0.5154517100562749,0.1464434355558271,0.9952854377095232,0.9061466689698784,0.2196551326882269
1550,0.2002210798996524,0.0537752477848653,0.0153487572201946,0.0424153633847187,0.5333918248411055,0.0420732539633129,0.5461051666534154,0.1658421315633502,0.5141673444337665,0.4645462672838907,0.12281997615725,0.0772051989879937
1580,0.5728607979838714,0.9418289633484064,0.8019106716245666,0.4044414773701581,0.1394624108920716,0.6191652968116542,0.3580949386518384,0.7969504837867515,0.7395629135585425,0.569061945043928,0.8789890389269512,0.2059309333907413
1863,0.9702044334679096,0.2051050264453452,0.1155409735817173,0.5417997840850449,0.4503690122373943,0.1379767431577912,0.4648119221536257,0.7994014208750521,0.2177723849917574,0.9073594942328952,0.2299751043950601,0.7945546851001432
1415,0.3514133155798251,0.1415804644248783,0.2193232216459597,0.3339188583369096,0.3562384885439371,0.0240140251663083,0.8347392205730746,0.904395940150116,0.2155320267066999,0.6981365553352753,0.0184147294463813,0.2666168103147244
1727,0.3884961285696976,0.2169757699531721,0.9998136921882615,0.9731079840479246,0.1375330445364829,0.6522756124188738,0.1036757013532462,0.6884190042469289,0.5165371353577448,0.1472314556025284,0.4419047696364643,0.6849402672233499
