sample_id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11
1106,0.8102414724090877,0.9459651555062298,0.9258712937183748,0.8865586460065865,0.635514699111082,0.962557038470266,0.6476649138914692,0.977932564467611,0.6842722653927186,0.550386510636792,0.7852128239513699,0.3246968763601121
581,0.727994561351148,0.0428441208217314,0.4960538419142947,0.3363644785332182,0.0881492210891676,0.9828722066026984,0.0576941807475811,0.7878136486353571,0.0750029317973751,0.7108632638300834,0.0582642542805833,0.796413668654072
839,0.8658098679027506,0.3776765481327344,0.943022722612902,0.6637855042132433,0.335511366117843,0.0543311061791846,0.2441114144491349,0.5503431124877033,0.4379289128519079,0.9997192941634476,0.954743133675899,0.6019813555526812
578,0.0057526776440516,0.9513560649994826,0.8471866418494647,0.8368842555266414,0.725011480335109,0.2019751855048807,0.7351812870934966,0.2610358354786354,0.1158544426739957,0.9763358769534336,0.6471434245844783,0.3413541961032695
779,0.9969078931283816,0.600067542854672,0.200644624727417,0.7397135748235527,0.7156472037509877,0.7034681230977056,0.0987525944149352,0.7543539602102047,0.3526563164683526,0.9227472449830167,0.1618208192902642,0.1576044005652028
571,0.055437926470189,0.983891263852644,0.7493976124135312,0.1189709029791797,0.1077385540494342,0.6478613599326337,0.4813307931099894,0.6548000035199875,0.2486031706551392,0.3991229145641725,0.8201964923119351,0.279341970659962
943,0.6909195881438058,0.9721302215682768,0.2992105035017482,0.3644173620961056,0.2118851833542165,0.0298450146872448,0.733729918165025,0.3230927844133061,0.400142371738788,0.8781264563363756,0.3657540451514357,0.4484053751883598
1600,0.9957519479244704,0.6266634158138276,0.601198985109847,0.0680407529786546,0.054976919441919,0.9630409580155392,0.8467219847929248,0.0472951156495409,0.2304385567313914,0.8495331716830685,0.4588446368889817,0.5134830946370676
531,0.2793913176731805,0.0278632055560449,0.0278335282261777,0.725390294105233,0.9742463559311112,0.4891778857488432,0.6213511001274006,0.1600204888984493,0.5715196746883584,0.245985269884991,0.8811985657738215,0.38588206480339
1927,0.0528204808992899,0.0942093323729168,0.9753728848944908,0.7920811868571862,0.2685255978461229,0.9895211312680467,0.2125869266228798,0.0425623992263272,0.3120002811720576,0.4619173371151276,0.0301339871680903,0.1417720772856623
757,0.0111701252582589,0.3157718655109727,0.3588756540189773,0.3433481460924674,0.7701875957195752,0.2237267657049051,0.573304675909215,0.9158738755071238,0.1668374071220306,0.6595609232082655,0.5887617941147731,0.6483432969058704
1251,0.9496092058113288,0.1663852471611461,0.1317043099295733,0.1706993397558506,0.6124582429536288,0.4207399689704436,0.366984340313393,0.4196166354848871,0.3560216074379231,0.8066082396605362,0.2965071028708871,0.5174462256510063
1012,0.0154035641366371,0.6368810164598184,0.9651845550809972,0.533588813313842,0.3587954269272821,0.1474379052598149,0.7710856314049214,0.811041715788225,0.4665012222299356,0.2172309225607528,0.6628118339924945,0.9791575586486346
899,0.5716704479908847,0.2679086183826168,0.0067430504803111,0.8077347434904409,0.8191991797889412,0.3225244774652691,0.3330021569210484,0.4631538251692028,0.2670812143151028,0.9916579814619384,0.9333122603069216,0.5883141753575756
621,0.4527829645084779,0.0771271446556257,0.8772396474926163,0.13465876359936,0.3711055037588375,0.1831273678589631,0.0700205881851993,0.7923078422974548,0.3548999854486797,0.668186605165627,0.2452171930810356,0.7102180999869199
1545,0.8893383111228913,0.4968502362989737,0.5109795173521889,0.7422288766602189,0.1029613733630675,0.8564847245780274,0.5588430052592693,0.9771204954881164,0.510188827586387,0.7134168154116037,0.9772950454281836,0.0859713823750319
500,0.8536496171712642,0.3683966946288008,0.0171719236949015,0.7257658812186056,0.2277832843693648,0.873356401327473,0.6501922098386941,0.0127476198020529,0.4589561822455917,0.6157078294665043,0.7615087937401129,0.9572364109546212
1746,0.9446095643004676,0.8119030217589346,0.4261419088103096,0.9257866724612692,0.7360087496371417,0.2905759915317738,0.5603443699218019,0.4822968161552775,0.002044480790145,0.9117967407393364,0.504382001092153,0.9254605661356098
1571,0.2753453072079665,0.9691473089728102,0.45810862743448,0.4804184266586316,0.2026468266347553,0.5766697391998239,0.2785644054338749,0.0964637392307594,0.3559249995088689,0.6377450957143178,0.6134063972967301,0.1491812849007225
1015,0.905967516049298,0.8204611398826259,0.2014860409020162,0.2135086062662048,0.7556993352455701,0.3466730530580886,0.8971139632902583,0.7556627681627421,0.5933369202254545,0.7307244106592622,0.3478555426971333,0.6561078794477665
1513,0.4022448201733278,0.1482750800898599,0.6969984243022191,0.6161012649922205,0.001276855124474,0.1346057112579463,0.0397179632219311,0.3440218405049586,0.7646141320474715,0.8799646963607886,0.1304045012998019,0.7832512125218014
1111,0.955786350837114,0.3270893597989165,0.3260921222561079,0.8936360513938573,0.8046094355350373,0.5036854933055046,0.6858058111722481,0.1632383182334362,0.3993554676001184,0.0724315210425649,0.0940898159140955,0.904904480508678
400,0.9736912398094256,0.363002325725783,0.5973638260396921,0.5312474166071297,0.420258240263162,0.786790762486072,0.5506973915470197,0.6376992139978598,0.4141370473645602,0.8099366016631064,0.2079726068101477,0.61550161204006
610,0.8578369031962365,0.1314344249806587,0.8666976794130143,0.8203341781817034,0.1309767798302059,0.5827535666179833,0.0687823159664451,0.3782440017793844,0.9084234426504784,0.6637986411370341,0.1139417216538222,0.9121919065239874
515,0.0016116053690744,0.8225776931443334,0.8595025772055601,0.6280456795980898,0.0802625253925719,0.160707855286757,0.5435718282300613,0.2163428379917635,0.0951810579311927,0.1097587723092787,0.6697719579823597,0.0921973419045506
387,0.94933204721967,0.9107991295907972,0.1954839557563601,0.8763822964652334,0.7733688651745073,0.6999375916921795,0.76541798777887,0.1400323650916638,0.487745534797789,0.1881470855940599,0.9544959255256028,0.0392085408065057
1757,0.9052034537257736,0.1940154095756783,0.0309968836176906,0.9278140591745988,0.0717869322515396,0.4812363088160766,0.4864628644337109,0.955138668389242,0.8557162026714232,0.7433332132324159,0.273969771286315,0.1090260245440203
709,0.9425587078729224,0.8207395541366792,0.4829182505705758,0.4178651860537852,0.0888021978769606,0.4582945441314749,0.0735841091320627,0.0191982561308111,0.7568921710694739,0.3298534220489981,0.1118254571336332,0.773805623534944
632,0.1656334028547972,0.9135307411107814,0.9354385376712656,0.7778217909776053,0.1057166911664535,0.0785441931239665,0.4369759864817285,0.0516541849319844,0.6373107473806746,0.5847812719571549,0.520926213582891,0.2396453847432725
