sample_id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11
795,0.929948521380892,0.5346777588376573,0.4358548358070284,0.0316632702708503,0.157609476279023,0.1802560724944032,0.9781216043833112,0.1133244139486991,0.971544662980424,0.86099776360278,0.2663384917751547,0.7052437080874636
1629,0.2520135510231701,0.0072870763825961,0.0490209847186032,0.7065340019534183,0.4259279250786215,0.1101857141902011,0.1957899491819132,0.0289583883495659,0.0140828718070764,0.2212108867602757,0.3491349248576949,0.233014806724852
1042,0.6662188367025692,0.0800952893820285,0.8647437060773631,0.296280242932743,0.5956699653586129,0.2586130027365098,0.6892672053202916,0.6893666161698873,0.3819200986790134,0.9991572917819382,0.5296629883255451,0.4178895273339419
1068,0.0144237471831737,0.8425186975180275,0.7543568745621251,0.8548667061617397,0.943134566891169,0.0153273381802677,0.3350013890767417,0.3699326286826527,0.470562961671071,0.0899313476838857,0.3887767230022854,0.8691788380872119
1814,0.9823367499288884,0.4136825389931139,0.2248245486380579,0.8265240092158102,0.170745930388301,0.4652806786193376,0.6343425279984267,0.0763927481814204,0.8735350518177104,0.0318864261246019,0.1955443013217315,0.426177053355497
1074,0.3742274129543008,0.1049605958822085,0.7175818472339852,0.9248940681757042,0.4549465513684194,0.4784496188903288,0.1130745763572037,0.0217960622689087,0.2171474633333747,0.424593811655694,0.3964375267357781,0.8885888944578403
1028,0.1679292966256689,0.9992652210662896,0.9773171527706248,0.132962364990407,0.5605265183612955,0.2002669004713556,0.1619652443645884,0.2214743618692202,0.1975801563388287,0.2162845953169762,0.0165817638035648,0.8603440368863394
573,0.99287027053924,0.9043470665784036,0.5436021100063829,0.2862558526315065,0.7073283856000617,0.9730739034807692,0.2578894422312887,0.918242985193075,0.3975793110074796,0.1700423228574387,0.5140003585318809,0.8736204788776402
1485,0.8099783250849772,0.351837012190506,0.8184931231377796,0.9534796541674754,0.2171048859391197,0.8837191802035044,0.3267793496582871,0.2528904355604903,0.4936713206290337,0.4440249517917886,0.8724171137088818,0.0607116873381107
1373,0.4603295907701584,0.2096263708889273,0.5331442275522298,0.4535242717991202,0.7445733061337253,0.1202737444489415,0.3309082271942271,0.2137179393242408,0.8836088275227353,0.4686773029849094,0.6521011368092299,0.1325260560291165
1626,0.0841071184036852,0.723601416788093,0.3161655727172345,0.9674997194455,0.8548433737466667,0.0528401090395648,0.4710790397960266,0.6777871257726266,0.7629637160595424,0.7880481337107041,0.8505024560371134,0.44879035492665
1658,0.0776123486685157,0.1779083771740635,0.8974049762342239,0.2973944825278615,0.5841213581110516,0.7534266143982606,0.1347535333500464,0.346072576972019,0.6819032419849379,0.5387706699450339,0.9287452720059384,0.8814025990179489
