sample_id,x_0,x_1,x_2
368,0.8253455913411144,0.1919429791624226,0.995174072208169
495,0.4038527339660163,0.8297917535311137,0.1672201531601575
196,0.6987993567687202,0.8308994674073019,0.9336957342040632
463,0.7668167858172384,0.567227146561071,0.6094065725337299
457,0.0711040812625464,0.1273164596318573,0.2798158739174712
352,0.332476009268738,0.6500908347252089,0.6351958353485545
109,0.1939922427604802,0.9988978559260668,0.8335899510287073
211,0.1187589108835153,0.1028486178769218,0.7690673002548325
162,0.8950095563296488,0.2086774305076038,0.0696314976664876
91,0.0616142565465487,0.7832705966381213,0.689415153594976
207,0.9201549667077296,0.9332920496414672,0.3764960941673343
285,0.8897828518516209,0.6666562447118757,0.0450310114642945
344,0.6102548910385642,0.7430199041246459,0.7154491694246143
93,0.2148695305013382,0.4629074308351509,0.2298660478675666
260,0.1538290951794811,0.4481313644666402,0.1180378747350132
168,0.8976611383394428,0.5980613141967618,0.317135923737329
392,0.5198665187559874,0.9556888567773718,0.3961242486636011
475,0.7793546358905455,0.8366430535257608,0.7631041585850956
430,0.7646185693244173,0.0298418581975605,0.9130529119708004
138,0.1687988010102808,0.9073969599256236,0.4630109741121852
210,0.1466293557615969,0.0635850389477619,0.2205128879509469
74,0.2681713069041357,0.602430265760067,0.9749510005752904
104,0.9185491948938352,0.5061864602034074,0.9480189003453084
263,0.0752370395047284,0.163676674233925,0.8809757087680061
448,0.0204372759496072,0.8514286310983349,0.1918674007495416
170,0.453005700765839,0.430121650814989,0.6748326492668429
314,0.5624071946246549,0.7216889687196294,0.4481637406129465
401,0.5785533604479445,0.4329579638219967,0.9038195467319976
458,0.665574749018271,0.8708175387944946,0.6486010019075149
453,0.7722545755981183,0.9521543301686018,0.2322745459096018
462,0.5522140719554188,0.1045001964488154,0.9994254227998988
296,0.5373079526354215,0.5081931288651316,0.5198675511251699
132,0.4128020805850989,0.5171729301654789,0.8430842737107027
497,0.0263976753013733,0.3179011103397028,0.0795935096278603
305,0.1979421567552272,0.9059353930153856,0.857528677687144
415,0.7325094450122771,0.7224866329496454,0.1052394716110021
421,0.9824388432692428,0.0392674956575615,0.0055288082294144
247,0.9848716719520932,0.597266344025311,0.2244041360144012
487,0.1385354817519514,0.9695326152088944,0.9187937928449962
375,0.9112753228735524,0.4389805377082884,0.0654174796128708
333,0.6756331732111939,0.6586028387240369,0.9395191717003536
484,0.1868443199335993,0.4733018333297626,0.3933073667341404
241,0.6526643709358929,0.961670239653269,0.153824248321848
304,0.3232622059145402,0.914619163774832,0.4330984690176367
299,0.2217517058807563,0.8685657871572289,0.5977675132436907
240,0.2199076318550421,0.8421237474002021,0.0238778971339107
337,0.2470607073443903,0.7060417131180494,0.180578008274807
228,0.1340642004878081,0.7612047979705463,0.3785215705541309
100,0.0324408812440813,0.9367236561926936,0.733117700952545
351,0.9697068959011382,0.3963484924028124,0.7667613234887458
494,0.6071650191329796,0.8030146737705796,0.5776467208747516
147,0.7311531760869932,0.8157285000678506,0.2166927270281912
92,0.935387899624598,0.7042303467453276,0.6866014728375903
465,0.4808384498306717,0.8957465593241211,0.787828660997795
261,0.1549177037051748,0.7544725376978935,0.985127019728096
131,0.0446805010330359,0.8564954874471965,0.2918264594513396
236,0.904949348873646,0.9348468127326444,0.5614557162818123
187,0.9719068606769402,0.4122181080200077,0.9906289693864532
341,0.0113533989748458,0.1076906078502852,0.6164686785569751
498,0.5478778600078542,0.2456448346024535,0.9503427671504422
88,0.0791547042905135,0.5359367972506229,0.8820132247139844
330,0.5035037289848288,0.4901901716785513,0.776994554586202
380,0.893438547922552,0.5897397254130728,0.9818511696201618
298,0.7434388599982897,0.6680154598131387,0.4106219558967693
