sample_id,x_0,x_1
423,0.1112182620113339,0.1492141299963285
280,0.5718106729821587,0.302198043269421
378,0.1802192982607013,0.7346661372449862
453,0.7722545755981183,0.9521543301686018
449,0.859540092377148,0.1507046419116706
275,0.9302767481230324,0.4550967128680967
266,0.0679462315279587,0.4150076773795716
291,0.2325968895828973,0.9111900824563032
333,0.6756331732111939,0.6586028387240369
436,0.2621158503329884,0.3823489942418028
344,0.6102548910385642,0.7430199041246459
341,0.0113533989748458,0.1076906078502852
207,0.9201549667077296,0.9332920496414672
356,0.9464136687790288,0.021744766034797
265,0.4104274945983984,0.37200567110296
362,0.4601602229304812,0.0697416791972897
465,0.4808384498306717,0.8957465593241211
90,0.7566278312901167,0.0758256580320471
108,0.1273692285019797,0.0077035305847013
128,0.7596960305590127,0.8486868755516765
179,0.2383056785370992,0.252050049299293
381,0.7252124177066123,0.5273306810400058
306,0.8049463723718187,0.3389094347371411
94,0.0064464214762976,0.2179330004189255
86,0.0020500215104453,0.9640754949847152
91,0.0616142565465487,0.7832705966381213
489,0.6597281280567506,0.376289375960641
168,0.8976611383394428,0.5980613141967618
476,0.3449453420526236,0.1652564962073738
311,0.957713464064608,0.6493342651174727
363,0.9448315484682064,0.3682951083598829
138,0.1687988010102808,0.9073969599256236
154,0.7398511503309981,0.6014922235240114
368,0.8253455913411144,0.1919429791624226
264,0.5592096596540606,0.9002828567611687
307,0.2372179404228763,0.7892544348137995
468,0.2596633310587223,0.0525867355519304
401,0.5785533604479445,0.4329579638219967
498,0.5478778600078542,0.2456448346024535
461,0.0521854916867603,0.7287915333937186
222,0.8216368469290734,0.0611318561238318
284,0.2809505647561975,0.3287173476824246
226,0.9084944794750194,0.2557684696904297
497,0.0263976753013733,0.3179011103397028
487,0.1385354817519514,0.9695326152088944
205,0.0376188609133556,0.6161699140799544
408,0.1045339556440982,0.2621264340823204
84,0.747341257008866,0.7402280532796771
446,0.1565297603329961,0.0923159512441435
131,0.0446805010330359,0.8564954874471965
208,0.1457527352529453,0.8069038277274014
389,0.0137843591354096,0.4694035588370921
411,0.7062306835037028,0.0052996733051585
215,0.8235022762750815,0.5738581685819899
458,0.665574749018271,0.8708175387944946
353,0.5069165710452371,0.0453880023255864
245,0.6224201530766795,0.6265442056870925
324,0.4141172707999443,0.0361968862527664
303,0.6126165166998603,0.979542195627462
146,0.3244578835676223,0.9387251953379642
485,0.4737805746282589,0.4505500319991159
200,0.7626006445364225,0.6790005246931125
89,0.3418710284811613,0.2197202811937976
73,0.4623716499219614,0.3148867661721214
