sample_id,x_0,x_1
149,0.0922020028588194,0.9403605258457536
163,0.5551064472817697,0.2102303394148995
391,0.662533611419189,0.6551986499138889
355,0.9531681588284086,0.3981047980357223
262,0.5652684759177702,0.0319948518459124
437,0.7162168050944294,0.9595417494407262
334,0.7145309327250459,0.3460427149094727
133,0.9928086333382752,0.0417451584652141
374,0.277531668858614,0.0006771224681028
178,0.4331115366468112,0.8275836355945307
320,0.8690359155008874,0.948453086093068
92,0.935387899624598,0.7042303467453276
134,0.9488402870355468,0.1445723883029184
199,0.4831673445785824,0.1774647195358784
78,0.943085222281008,0.6203148197942143
494,0.6071650191329796,0.8030146737705796
173,0.8628502923878855,0.2393456567637475
171,0.6972829634772153,0.0661579367013199
283,0.0463109589996235,0.9848753468102768
210,0.1466293557615969,0.0635850389477619
240,0.2199076318550421,0.8421237474002021
300,0.6886565239023955,0.970262098082859
123,0.955391045972996,0.8991654790291729
417,0.3844996128957642,0.1438083105817874
120,0.7928597762999797,0.7086495363588909
404,0.7019622993743966,0.7458118454631602
230,0.320141986172018,0.9233402327999894
151,0.8443888704734794,0.3451942919190391
145,0.8095920495202537,0.8608788435835253
317,0.5425987575044,0.9945698558651268
233,0.9675069502501188,0.3323796171243222
323,0.72262735462839,0.3008297690548736
158,0.6824551909748156,0.4030521710531957
272,0.8376994753892494,0.6382276350162204
428,0.8839757849061329,0.10127787740472
370,0.8769129236509403,0.9727534397416452
289,0.1832548920834061,0.9469725418417456
103,0.6697443335658122,0.7852490435588838
455,0.666216191252806,0.0840187948629097
127,0.605669190039772,0.0478068481241009
259,0.3104493946740631,0.0348679429438462
350,0.4985999941595975,0.8643174924159631
440,0.9860580496398934,0.4250429024294261
247,0.9848716719520932,0.597266344025311
82,0.0576949887326949,0.8192300167768312
254,0.8701004367702813,0.5756589215799194
420,0.8489887543380209,0.2938919481715588
407,0.713925068631523,0.221448433424151
432,0.6217978492730529,0.8726767342936829
242,0.4419374187299383,0.8913131281728209
422,0.5928553738379613,0.942428385322418
336,0.4167579462379538,0.808113780101668
187,0.9719068606769402,0.4122181080200077
161,0.7533284753698225,0.9637673643309852
197,0.1007403619342337,0.0334935327334758
319,0.9728380425652596,0.0428873571033234
473,0.962011792167168,0.821014135634668
139,0.9324625229594564,0.9216263695676296
430,0.7646185693244173,0.0298418581975605
75,0.8912253046455235,0.2016493796250848
80,0.5800070913781755,0.2678187752768558
278,0.8172658817115317,0.4566503708866373
224,0.7360033825564373,0.9816180874392786
462,0.5522140719554188,0.1045001964488154
