sample_id,x_0,x_1
406,0.7905738274337379,0.1532732357560118
290,0.3688052425642045,0.4348032345090251
418,0.6939337782080968,0.7132362505266084
217,0.4924773719052316,0.863045496070531
322,0.3126761711242949,0.2074931187014341
364,0.0881595839538472,0.5372008201824494
472,0.2845301132578801,0.6181052176528511
170,0.453005700765839,0.430121650814989
106,0.1123422772963962,0.9087839159686708
277,0.9518096769566804,0.4373721949921245
165,0.8813351554651727,0.9666735287439284
425,0.1677956457672049,0.3432834089344664
463,0.7668167858172384,0.567227146561071
137,0.2112819235971596,0.7270479250860012
484,0.1868443199335993,0.4733018333297626
223,0.7287703908666895,0.2869072875137778
419,0.5894824618166958,0.4824569871487291
330,0.5035037289848288,0.4901901716785513
147,0.7311531760869932,0.8157285000678506
439,0.2225267781015021,0.0547496821795506
467,0.854011089636276,0.6560153741717998
180,0.0634594635733876,0.1219853840872537
347,0.2657560191984081,0.365739390853539
220,0.5736922074265898,0.702835387919687
481,0.3888862614901069,0.7966056408702781
132,0.4128020805850989,0.5171729301654789
474,0.9017944162064664,0.2056129769875875
202,0.4563148654558789,0.3495735891809092
231,0.1078733091754249,0.608740106184954
398,0.3548621023648127,0.2948382535068294
403,0.6157979629774851,0.623235676363852
340,0.5296674899092796,0.5942837493083025
257,0.2558581972325292,0.6938423248690049
372,0.5502308573408382,0.3604143147406933
443,0.4850455654310639,0.9026996415750718
192,0.8300488507754538,0.5656368537190813
204,0.3503808198287237,0.6604224679584406
313,0.3382646236974501,0.4846778632376703
141,0.7058784742806494,0.1552417823262606
386,0.1092960707704931,0.5114775919969774
479,0.2169074474126584,0.5151127414712308
184,0.7778807273414604,0.1144744114038551
315,0.4354368165505926,0.4069524919308465
213,0.1493108773305897,0.3551291559518159
67,0.0987296643579401,0.5516907468372028
93,0.2148695305013382,0.4629074308351509
156,0.4019379925145695,0.5334421213574924
293,0.199721559404469,0.5317361842977382
466,0.0820916487673113,0.4928535280125219
252,0.4056973914688286,0.4869069978058148
367,0.2755212043305144,0.6816667084048398
198,0.4557054397840966,0.3624319027038373
294,0.1024190140615429,0.6066817919635387
450,0.2053634207380531,0.5247071961592675
471,0.7705913104050519,0.1409934545730477
352,0.332476009268738,0.6500908347252089
243,0.5217617283473729,0.7562928884365554
227,0.6262055872433435,0.0948834595672076
329,0.4599215578065489,0.7653110180210375
164,0.5614352243742776,0.2686043803490585
212,0.6576044702778743,0.2504676438044231
382,0.4702397732278943,0.6469732655067285
159,0.3996720551701599,0.6527905267921753
195,0.0592074520627337,0.276608729168712
