sample_id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9
1694,0.8803216545499998,0.9939097655047328,0.1281063212694802,0.5505876054967648,0.3810921789661588,0.0575013895421945,0.4728784880651944,0.4621839278526877,0.8963577791098354,0.3985218635770806
974,0.4419023165384875,0.4950551781752589,0.9116599204424586,0.2503251103578729,0.8539944366866621,0.3837735608760143,0.8109249048641538,0.0792256161546836,0.4751620752382688,0.9669487683207424
1238,0.5454614925178671,0.9823295778201768,0.6761117754178461,0.6904855665860575,0.7211115139547528,0.7248174998689966,0.7307343219153256,0.5830422900655184,0.733564532648246,0.2530443972139454
528,0.7454350185875283,0.9192235798843044,0.3444391939182242,0.3445581308451221,0.7581359507278578,0.7359854082287245,0.5416799403519649,0.4023400412410412,0.9060274351325462,0.2324085179245763
1688,0.7704227606094873,0.8374289097387884,0.2243936526174721,0.7564494398159698,0.994016894651658,0.9918988005485424,0.8258452585020889,0.381344870741332,0.4802592765570826,0.1674155138496931
751,0.7269666854899752,0.0144261243428683,0.7381376080201281,0.8692340020735634,0.6368893165082299,0.4378174948676133,0.3761758376262468,0.3777052603632879,0.8988265093954624,0.3912140533554435
1020,0.3999102747365928,0.4713744558007861,0.7809518299667662,0.2420195309739019,0.1644642049247879,0.7512515839885726,0.0135812626229438,0.6064190992345067,0.7088084468973442,0.0456287839145899
997,0.2618906165248054,0.9141088058867196,0.820970838504726,0.5288808765658595,0.8086879905541289,0.8496943988178058,0.7540962349016211,0.186717913298848,0.849043480198662,0.1819684301224101
456,0.0581492223957243,0.3131272590140891,0.7905129549315721,0.5463714826874485,0.675727814376625,0.593458165391873,0.6782605097583938,0.009323819410163,0.1600580733942776,0.6501686485116686
705,0.2780605275325337,0.0112283756173724,0.1796600207319202,0.3332015865423395,0.529878779261344,0.3957029917204244,0.514089621369748,0.8025219589110019,0.5592303561965914,0.4258801203433285
325,0.3816017791191751,0.0119886454764605,0.6887691464716656,0.3486087629260047,0.5225400784415667,0.763808371329707,0.5480930216493778,0.964791174459822,0.8459002386253733,0.3851449659064992
1502,0.7445211775814251,0.8190970077899491,0.5182925184572075,0.9949925385423898,0.017192237760315,0.8742030401085156,0.6359596031340796,0.3827926237100867,0.4433604363562937,0.7385723204399782
645,0.771532469539158,0.7306970753543508,0.7815416270380644,0.4466824308935987,0.8788476401815372,0.3265791974620139,0.5930187967816006,0.610622501496014,0.7415632818943643,0.0036466714994209
1214,0.1458855596115098,0.695790515350332,0.8278717047284762,0.6545815654366418,0.8498145874639947,0.0343801585409202,0.0418566141126282,0.4168516075126508,0.5778981106793567,0.5015587700606376
1306,0.4619517018520365,0.9778918814110676,0.6388294380525867,0.2876635446820503,0.080981052449522,0.9192938303858214,0.3010049217642446,0.5936936456275268,0.0375851106007468,0.93670721404057
345,0.3872761257045268,0.5207747899723087,0.672188505161219,0.9876234476782216,0.9810644484210927,0.827821369528039,0.8603628146158764,0.6877758816465392,0.146902520639458,0.5799055580714494
1927,0.0528204808992899,0.0942093323729168,0.9753728848944908,0.7920811868571862,0.2685255978461229,0.9895211312680467,0.2125869266228798,0.0425623992263272,0.3120002811720576,0.4619173371151276
1112,0.453342899746367,0.1497626975335924,0.8536524098997158,0.3703971475149279,0.6768725806482615,0.8353326325764616,0.7176609340365911,0.6492332075239304,0.5239983543502633,0.8321861115161898
1143,0.5318041487118167,0.8032481984627237,0.920165605866762,0.1916989687040125,0.8692711411618932,0.7856716813415522,0.9439468139507337,0.6261406962760725,0.5663315533052318,0.5613206970520068
1279,0.6550901314614385,0.1700479782155431,0.6588313210552211,0.3789346645508,0.4786833212063727,0.4564483439263156,0.0078178147725974,0.5904532756167212,0.928389158094268,0.9904081510722644
772,0.8520812510229384,0.8691556887798505,0.2537800579886254,0.5713843807579574,0.860297085583042,0.195671761333722,0.9960263969160046,0.0944481617232746,0.915698451196392,0.2433317809485446
1700,0.7005238747233095,0.1764393186158546,0.8562315284903813,0.0286856796809626,0.700287043747238,0.9914131758903526,0.8961433396298112,0.6338109951376482,0.508843508704452,0.7845504108115887
969,0.1863709750389197,0.8133450085307719,0.8436125342889682,0.8900624322464364,0.5217110612046753,0.7546494542894884,0.9950980879664876,0.0646957125136092,0.5603318055862937,0.4207612750161115
1787,0.0617651768360975,0.3741289098824097,0.8735947835344259,0.0671434425947873,0.4029168450201287,0.4352825231530764,0.2388731893349261,0.787066334610996,0.3678184152048477,0.6969758231531895
745,0.6814255830240424,0.5499097092757499,0.6795580531119289,0.814612775920552,0.4872075264197157,0.059424033123428,0.9336056443759996,0.0808673885190302,0.0177605268262326,0.7914583655673992
1147,0.4880698885062536,0.0433091195080252,0.1177230820435213,0.7736773405498281,0.5522579453523274,0.6292988663306128,0.0009311317681526,0.2536365712523761,0.7619826741042679,0.7348956888182847
1602,0.4410046987157274,0.7340546581463948,0.9510800015277114,0.162886840890654,0.6761601891068381,0.8539120447405345,0.5805641404930233,0.4798215021312223,0.9371869169270636,0.3947278871919494
384,0.6127470585125087,0.7045727614154186,0.9575228062329202,0.9819909580959528,0.5284047987413522,0.3371310691853394,0.6086413622519884,0.2773001163304323,0.1154448284876093,0.8345765329685232
835,0.167436083391453,0.8679020014192286,0.0606862181787014,0.8135649038061703,0.7767216568091588,0.6101303365401592,0.6949409484439426,0.668929249703072,0.2988840836372041,0.8699323841037734
1550,0.2002210798996524,0.0537752477848653,0.0153487572201946,0.0424153633847187,0.5333918248411055,0.0420732539633129,0.5461051666534154,0.1658421315633502,0.5141673444337665,0.4645462672838907
1925,0.3860791890819026,0.9613153314245556,0.2887997879266272,0.1836810488758067,0.1637405868356991,0.4317033530222038,0.5472024362545055,0.7299095621193133,0.1858008221567816,0.2168686057977976
707,0.4504963460218135,0.240446992967273,0.6327284596296793,0.2010073708919534,0.6264274067656501,0.6987747763731328,0.0938905062646432,0.5662358144329169,0.9705991216297352,0.258191857769665
568,0.1976434568584344,0.6501167447984207,0.3766585102128723,0.7170240155414926,0.0339000503198127,0.3280493351445129,0.642848041644289,0.377152544146809,0.7142614771441984,0.9462831473424728
363,0.7824997975219672,0.9346056080373468,0.7312019969979114,0.1286635578578588,0.6440015370543386,0.6696546519435526,0.1998613565439662,0.2568618006897948,0.2904512047713013,0.0648141426574037
1739,0.7139905197112757,0.8310331065206589,0.9784084235148214,0.4369017751284201,0.1418083991770741,0.0967979188677895,0.4208075668256456,0.0696135309668294,0.1221225060173426,0.4590919680831619
782,0.4167284640372371,0.971152035421606,0.3582543069026921,0.8581813280751536,0.2070743604589374,0.7326005625423047,0.6973214938767672,0.3475851694350253,0.4716165867844685,0.6758038021373389
303,0.0940951044542204,0.0813785746709051,0.7239942420939297,0.2496858159063898,0.710927101081074,8.409504456015637e-05,0.1284523817715057,0.0957094165397954,0.6921482258926329,0.5992883089523778
559,0.1922012001935288,0.385595083748918,0.934626262753798,0.6129563512527891,0.3472744682503313,0.0738383834475517,0.7598991145110293,0.540720157365904,0.3519119312774285,0.183915284516739
1129,0.7981514123030544,0.0290518565528691,0.4468501582698622,0.6747248539377303,0.093932598589325,0.8118941513947047,0.7370333468448873,0.2342420231927704,0.9033212448749832,0.4430163885756547
791,0.202584845698099,0.8685856374877365,0.2945962406587153,0.4186969251801599,0.0982433879166813,0.4005659258046666,0.822255516244524,0.6998498406699106,0.0330516317081103,0.1036336640642614
966,0.0767587879205178,0.8931743077211248,0.9745532213662662,0.0488665228304313,0.3041946391045774,0.5340667382833374,0.0246425201656185,0.360567410935113,0.4071569816558367,0.867424496199277
349,0.8063255649887429,0.9864920358288451,0.0591706600348903,0.5016702979889499,0.262979318723366,0.1569515466823599,0.6951491495214771,0.6766157786809043,0.01389340271836,0.4862854669399657
534,0.555606369402836,0.5698278746809491,0.6219938094170461,0.8769034941381829,0.0187706323108265,0.6877659487695134,0.1919637115113645,0.6621559794795892,0.429185489190257,0.8034049204195519
1042,0.6662188367025692,0.0800952893820285,0.8647437060773631,0.296280242932743,0.5956699653586129,0.2586130027365098,0.6892672053202916,0.6893666161698873,0.3819200986790134,0.9991572917819382
1970,0.7133178353957343,0.1007739029856797,0.5569098019039399,0.2201662177374354,0.9410234449177948,0.9788772720833194,0.019704954670364,0.1719217205052838,0.1935059247285813,0.1997541517522587
1966,0.3072654609655729,0.4007628677219125,0.9854311760856812,0.5514685704436629,0.9924342425477408,0.2522917606055566,0.4346129451453708,0.7538707111695387,0.809672487024002,0.607392924691427
1629,0.2520135510231701,0.0072870763825961,0.0490209847186032,0.7065340019534183,0.4259279250786215,0.1101857141902011,0.1957899491819132,0.0289583883495659,0.0140828718070764,0.2212108867602757
917,0.5546758230928466,0.4999861663024957,0.807172586444043,0.9024346806438638,0.3169669600254764,0.1234018529113719,0.8844232795181534,0.9523035749364828,0.2884846849375887,0.4896843355968844
1106,0.8102414724090877,0.9459651555062298,0.9258712937183748,0.8865586460065865,0.635514699111082,0.962557038470266,0.6476649138914692,0.977932564467611,0.6842722653927186,0.550386510636792
1638,0.1903598771315069,0.8953571365430831,0.2758970555597422,0.5842223360327283,0.6693901533814018,0.871292227967339,0.648273327771472,0.8709867830062985,0.4124871875133707,0.6540533470306084
289,0.454024522125388,0.8177844607703983,0.8729352570351556,0.1029069935900906,0.1246889624943217,0.3202134107391801,0.44908990099001,0.7482664119604526,0.1573148968906298,0.1933559226926061
579,0.228760649906414,0.7282137778416458,0.6522600272144237,0.5583020033979337,0.9011950772158092,0.3214859964364572,0.6151388981783469,0.8975305127793366,0.7001362544461717,0.1458974250772654
1943,0.3978950030910015,0.0121320625113855,0.6713003397102083,0.7727001541739761,0.8612953163554306,0.6954883821145184,0.0484430295273595,0.604357032209047,0.015965510481181,0.825408205637455
1486,0.6742308399892205,0.1751027897839909,0.1624484321401218,0.0060893921980403,0.1330758232266713,0.0232949435959535,0.2147632886667782,0.340493915624723,0.2048141393074868,0.898125831261393
875,0.2710540493748288,0.4777616581202126,0.8938833638024145,0.3200144184850638,0.0400842708282885,0.1865942822572487,0.5295615276714926,0.3845236805681654,0.9929843370524148,0.4177895236499709
851,0.6794370584725261,0.88644785043082,0.2363067213543699,0.5609812370131532,0.6114264826934463,0.2412979722736127,0.034010633844628,0.8798542687649181,0.3737484396298597,0.5496753339698337
807,0.4839421174226074,0.992527162893274,0.8893687157780231,0.9082098226795604,0.1590766291280316,0.286966214513544,0.8786864241438693,0.4272606582181956,0.2984798121478115,0.9939816603313588
370,0.4573035324990822,0.5168330039418567,0.8920762478624629,0.4086871289052253,0.6781093020374106,0.5333793879865091,0.5039508988109287,0.7732087016210862,0.4741577782641578,0.8823620958187556
1571,0.2753453072079665,0.9691473089728102,0.45810862743448,0.4804184266586316,0.2026468266347553,0.5766697391998239,0.2785644054338749,0.0964637392307594,0.3559249995088689,0.6377450957143178
1406,0.4632204115950814,0.9535189325160092,0.1682008989326242,0.7712284768745905,0.1400399847651623,0.5858847104867566,0.3881425282247785,0.6173066378655755,0.6613345398804154,0.8931956488107156
