sample_id,x_0,x_1,x_2,x_3,x_4,x_5
785,0.9012952307538832,0.1511073006907735,0.0985055675718847,0.8103263664696742,0.5015172569137739,0.2979016146519214
596,0.4600774833538648,0.3874139301705786,0.9914553430126438,0.9526910507035448,0.8441291376690302,0.9898501536992628
989,0.1944431307450534,0.6424304555438902,0.0154941040288593,0.1755554215787693,0.7132071995975041,0.2484025042958575
624,0.3238814162046633,0.1812607852770654,0.0807237735432759,0.4459649538459945,0.3515044212519008,0.3043337247902032
430,0.7699731468158217,0.8689038002688356,0.5344058422025509,0.6454592828367496,0.431651266471129,0.1327116031293014
501,0.736491725802191,0.307731517483116,0.4671964319293442,0.8437280006704506,0.2334577128002747,0.2882243127452135
422,0.5061356994872306,0.8531242371792304,0.6685083435431165,0.0103109813178504,0.733367511941526,0.7360326746107305
498,0.7144937952193451,0.561063267150277,0.5945227113430172,0.908636247135044,0.1459002085218414,0.5733489379619501
502,0.1881902089084408,0.3209115776656205,0.4362345328487459,0.4303901047251854,0.5318216337958991,0.9796879215956684
713,0.4047960247601268,0.8870708283054005,0.8520477093040824,0.4806156285272581,0.5457826462397541,0.8571978764436174
589,0.0636846142509898,0.400654607966121,0.3446269330759755,0.7579562138554928,0.0832053862281962,0.3002245224572847
431,0.6854505037046178,0.0407214001122963,0.4507856601120645,0.8485979357070184,0.8798498438907797,0.269852720213737
442,0.1149126278393448,0.8081268881686139,0.0778683322718585,0.612462762916678,0.5711080065898798,0.2476451187578617
750,0.814571797641985,0.5963929351297395,0.8326860119121415,0.6402390623960469,0.7230847589160079,0.8753529155058709
129,0.4744201435177734,0.3327544160972381,0.217760775024833,0.2659101314886791,0.2355131854851787,0.6784140537262737
852,0.8473166611539333,0.4228425447168253,0.3669109865744311,0.2369060550814065,0.590583665921429,0.4146424542816886
751,0.8104553446168665,0.8473437396205526,0.0812239849193237,0.8421637903437441,0.9902784576240924,0.932004647015867
540,0.7779129298784841,0.1076961713006468,0.7218155148794987,0.6374066180806602,0.4470093633027488,0.8549463456749912
547,0.8347224438275707,0.8009854883022618,0.4517121991272257,0.7109780844445591,0.0928191607828272,0.7922604797233587
132,0.2884235757725637,0.1177173580562502,0.066862575774524,0.2969224592486956,0.7622611354441087,0.7635769337474129
835,0.0875095262936764,0.4450963138902514,0.3560721204932547,0.310531293352227,0.7522500236429477,0.7226448594160664
478,0.665606317651243,0.8218801250813074,0.0956129140112889,0.9967808021361272,0.3230240569402251,0.0810516554884932
209,0.0880909094121737,0.6880291922743424,0.3998671389723519,0.187974975027071,0.4038782792943117,0.3877330815198
966,0.7835088720150696,0.5216796948580882,0.0734406878802625,0.3636675792021295,0.4590367960429248,0.833121593610889
371,0.5408193011743111,0.1469621313800833,0.4325805956534087,0.6646125012378576,0.8229619381461407,0.1291536723527596
638,0.2623695270887389,0.7953236536158548,0.5825826461376283,0.2740330905269298,0.2162147844019991,0.5771091190508442
909,0.0440797919769236,0.4671713835752211,0.4441523949620541,0.4058122756539686,0.2349680318065325,0.3607765925578288
409,0.707569207049319,0.2160818703064732,0.4932388808045386,0.025532275805765,0.2266890178615677,0.2431878480171371
960,0.89063893870236,0.2500690191461603,0.8613603065800692,0.4179970157962949,0.5159577756827656,0.320499250781996
339,0.2372462153477886,0.7638232828079976,0.007910356627462,0.9679811095675722,0.6755325547112391,0.5453634721104726
804,0.1582301147325965,0.548385237917396,0.7384427686405632,0.3222417969683879,0.139700790394497,0.9987726439739084
933,0.6024885778468487,0.585200851488702,0.9846484570409576,0.7035319044789546,0.6571372435344676,0.1680088613247808
646,0.6501843636703901,0.5768040764619574,0.5966843678311988,0.0190224802611586,0.1037151997443649,0.8865304981868882
807,0.5911818398571577,0.3216259931376483,0.6350071140794307,0.1214452162323607,0.8467431427543518,0.34235260875761
886,0.6221925842934515,0.1549890994700887,0.9513078681853844,0.1256855086819385,0.006648300285765,0.4327431347385932
889,0.0753956319010606,0.7784390699033834,0.9807999590703096,0.609862199053136,0.1875724352802102,0.6646009433595654
594,0.1922498064478821,0.3012172692101775,0.4426594222508794,0.2646038215396897,0.3339521647275036,0.524867533676095
810,0.3199298810156937,0.1685677812224209,0.634743645681362,0.7829310689158695,0.9357414464830672,0.6829740701598308
844,0.8463800093975227,0.5174906034561108,0.5727279743154478,0.5100072239948765,0.3684459822556667,0.2748154649225112
916,0.5257542332040596,0.2897660534675139,0.0531667787292082,0.3762006691143684,0.810994257370608,0.1916486455004473
910,0.6297245850010931,0.950016689401771,0.6486118806770114,0.1074311484976434,0.0248831733934089,0.9443009982725582
314,0.5213499603437202,0.3577243052398521,0.9014502886564582,0.239352914541666,0.2741385222860036,0.7837775897484878
834,0.0953816192865065,0.6782439129465521,0.3315168678225734,0.6366931598390027,0.4439837955013546,0.6102739053175231
859,0.7383479610562946,0.1459366087447777,0.824423942880411,0.7861560532674514,0.2503049245923088,0.5444882589954108
360,0.3257365644717551,0.6942057844793674,0.814379428003587,0.9724842548948328,0.7117906244813202,0.0442822233698213
522,0.770608871667082,0.9149632487105532,0.1446336611804696,0.3089558707478718,0.0635570223500392,0.5554131942354585
827,0.5698287073110025,0.4022573267576349,0.0704830796563655,0.9531390139819462,0.892882555832178,0.7179505514958832
