sample_id,x_0,x_1,x_2
0,0.6917287058840607,0.5814053975457312,0.20960923166791315
1,0.8349502726884376,0.5021342666162733,0.22295815852603296
2,0.20002296204388564,0.6774073425267654,0.6217274604853401
4,0.9408151987393333,0.45326615344860205,0.5784950240770075
5,0.7214570901213054,0.6135536712399334,0.37464720334017015
6,0.6352413230203015,0.5018459700714688,0.19359081071200468
7,0.004550058636738239,0.7985493473349724,0.2898733387595012
8,0.27097198092663327,0.6408598272667958,0.10325805048229074
9,0.6558616317720967,0.3718010620712635,0.8193696932246919
10,0.18558415872872594,0.9743244944241769,0.5086890577331242
11,0.16252548321704588,0.9293708288805552,0.17794582125518113
14,0.3825570902893339,0.8229254233178546,0.15034636484771466
17,0.23527789898973203,0.7494547582113478,0.00014706349948568365
18,0.5165304008295009,0.5555252112638738,0.12062738496689171
19,0.009472942428328026,0.4180867300737983,0.737738947703049
20,0.17618181882434758,0.15735552891724672,0.47818188328890343
21,0.533223355531452,0.3100654325737101,0.6592519862752967
24,0.2930785921775589,0.1805902209032583,0.6422865208683267
25,0.5099969088817089,0.2758925230657639,0.966085103515234
26,0.17399507521299024,0.8792946107139387,0.4534075322503118
27,0.8432595307614754,0.4421469814315329,0.9313680832509408
28,0.09046558177272206,0.022071798199675374,0.6659445804706874
29,0.5247390541774778,0.9928883974196105,0.2384849160768206
30,0.5741845969354256,0.19306170474740558,0.9427585280444797
31,0.5865239105248686,0.8177105867429122,0.2739278280777819
32,0.7546604000720852,0.3782599842628869,0.6265785269027079
33,0.024053071939367728,0.7709882340500348,0.49744656015965
34,0.24307875806023924,0.05159228693032443,0.7962918454262051
37,0.8602131745931271,0.7156640518261433,0.16538662662005965
38,0.7870958744262714,0.33079627928548877,0.05032500409175388
39,0.38784653119855206,0.3924758632121809,0.9284517145052549
41,0.8024274028019782,0.6253479374212262,0.019589794456761893
42,0.5119921928957102,0.17288164638032563,0.7529578417526848
43,0.7951599695623914,0.09917514341025285,0.1295499446036142
45,0.727022846119339,0.09669113124888616,0.08337608730240555
46,0.3737233450727056,0.7536300740115001,0.5825512994555903
48,0.9172534968739636,0.23202783731020182,0.13374563541782464
50,0.8078023616516565,0.4661983569233581,0.016787807425457216
53,0.6480495727237964,0.6151351871132288,0.7519991440140357
54,0.745483900155679,0.5206592919628324,0.49879189741990654
55,0.06507245618290941,0.8775784538631274,0.21257526068322827
56,0.8408288820219955,0.8853567586896802,0.1595439795682975
58,0.3568471572460398,0.9195833239157272,0.8063048228203683
