sample_id,x_0,x_1,x_2
468,0.2596633310587223,0.0525867355519304,0.0771674042836975
387,0.5006323543925437,0.8001123442404262,0.5858748207222702
218,0.2085336503799051,0.5424254776113441,0.5200634697420462
104,0.9185491948938352,0.5061864602034074,0.9480189003453084
241,0.6526643709358929,0.961670239653269,0.153824248321848
77,0.3931006506248997,0.1751591476107368,0.8993480659042384
261,0.1549177037051748,0.7544725376978935,0.985127019728096
247,0.9848716719520932,0.597266344025311,0.2244041360144012
475,0.7793546358905455,0.8366430535257608,0.7631041585850956
167,0.5997662127866003,0.1594418567533414,0.6991145735163986
448,0.0204372759496072,0.8514286310983349,0.1918674007495416
122,0.1315519998230924,0.5136235385705548,0.7072934117030959
328,0.0168438436393705,0.1862643195954935,0.9016123353978948
398,0.3548621023648127,0.2948382535068294,0.6134810821569597
293,0.199721559404469,0.5317361842977382,0.0366660814107055
355,0.9531681588284086,0.3981047980357223,0.0065594413552479
351,0.9697068959011382,0.3963484924028124,0.7667613234887458
210,0.1466293557615969,0.0635850389477619,0.2205128879509469
178,0.4331115366468112,0.8275836355945307,0.1614418491226545
418,0.6939337782080968,0.7132362505266084,0.8480676475143294
410,0.643952412065862,0.080507954678827,0.4581235160951133
494,0.6071650191329796,0.8030146737705796,0.5776467208747516
320,0.8690359155008874,0.948453086093068,0.559057685079088
200,0.7626006445364225,0.6790005246931125,0.0030085110582464
368,0.8253455913411144,0.1919429791624226,0.995174072208169
146,0.3244578835676223,0.9387251953379642,0.5955321069350278
169,0.3070351516820712,0.8251086327426767,0.3703695624020947
199,0.4831673445785824,0.1774647195358784,0.3617940855235679
109,0.1939922427604802,0.9988978559260668,0.8335899510287073
341,0.0113533989748458,0.1076906078502852,0.6164686785569751
462,0.5522140719554188,0.1045001964488154,0.9994254227998988
463,0.7668167858172384,0.567227146561071,0.6094065725337299
155,0.3364284736147409,0.4953302157261206,0.8259330165345008
323,0.72262735462839,0.3008297690548736,0.9898575327225092
240,0.2199076318550421,0.8421237474002021,0.0238778971339107
336,0.4167579462379538,0.808113780101668,0.925130004364896
179,0.2383056785370992,0.252050049299293,0.8149986029647387
161,0.7533284753698225,0.9637673643309852,0.6004121632437004
267,0.857501928953237,0.076286235440257,0.3531355624448418
93,0.2148695305013382,0.4629074308351509,0.2298660478675666
70,0.4199706176875594,0.773508891650494,0.7479241551122289
443,0.4850455654310639,0.9026996415750718,0.0869491804281701
245,0.6224201530766795,0.6265442056870925,0.5161380382923206
354,0.029299768875559,0.9904750604028938,0.4050050409424768
322,0.3126761711242949,0.2074931187014341,0.6815088321944763
228,0.1340642004878081,0.7612047979705463,0.3785215705541309
128,0.7596960305590127,0.8486868755516765,0.2963515774150777
436,0.2621158503329884,0.3823489942418028,0.0759597960623583
423,0.1112182620113339,0.1492141299963285,0.1082955514166006
144,0.1780942327508494,0.3666571191068644,0.3804710425056031
461,0.0521854916867603,0.7287915333937186,0.7931250494549288
469,0.4319908453789854,0.2571228147644998,0.8588247844448311
350,0.4985999941595975,0.8643174924159631,0.3363856227965476
158,0.6824551909748156,0.4030521710531957,0.7985215482198196
305,0.1979421567552272,0.9059353930153856,0.857528677687144
103,0.6697443335658122,0.7852490435588838,0.9760931239414836
273,0.4511683551889179,0.7466987505309448,0.4571283374445469
476,0.3449453420526236,0.1652564962073738,0.5139882473209538
437,0.7162168050944294,0.9595417494407262,0.7314486104797043
213,0.1493108773305897,0.3551291559518159,0.5916189563670784
143,0.4363095936505481,0.4983052778495374,0.9207461031669274
268,0.4884085183988471,0.0590623326362975,0.1546846540353637
365,0.2506483121140093,0.0876092661539502,0.8772330387221686
138,0.1687988010102808,0.9073969599256236,0.4630109741121852
